textID,text,sentiments,target,Age
ff33061b8d,what`s good about working a double?...Jasmin,neutral,0,46-60
7995b825ff,Cleaned the screen on my new PC DOS machine and took another 'screenshot'  http://bit.ly/QLzP2,neutral,0,60-70
eed6fe80a1,On a brighter note.. still at work at 6:15 on Friday working on other peoples problems...  oh man. I`m SO eating pizza tonight. hoorah!,neutral,0,70-100
23c29c9354,i suck.,negative,-1,0-20
4f8932c7f9,ruined:d,negative,-1,21-30
7e3f57c60c,hurts,negative,-1,31-45
fdf80accf3,my knee is hurting so bad,negative,-1,46-60
2975048c23,"girl, when you crash, it may last for 2 days",neutral,0,60-70
553aac5c32,aww im sorry,negative,-1,70-100
4560f11d7a,blast,positive,1,0-20
256abd812d,s good,positive,1,21-30
7ccd98fb85,i would,positive,1,31-45
f38b1d3dff,"Ur going 2 get tired of hearing from me, but I just saw a preview of ur movie Year One, and you were in it.  How funny. Yeah!",neutral,0,46-60
8bdded4924,is a loser;,negative,-1,60-70
13a88e11f0,spending a `girly` day wif my four big sisters! shopping. pedicures and dyeing eachother`s hair. ohh yeah,neutral,0,70-100
d2454de46a,I tried 2 vote 4 u the other day but I couldn`t figure out how 2 do it  help? Lol,neutral,0,0-20
828146bcb0,it made me sad,negative,-1,21-30
774d03b2f9,there go my hopes for seamless transfer of blog  however I am now on track and will have it up and running sometime this eve,neutral,0,31-45
5a7474ff9d,Nice,positive,1,46-60
fb18c911fc,_kearley That`s Twitter for you.,neutral,0,60-70
1527913104,****,negative,-1,70-100
2ca6066cdb,"**** **** **** ****,  please comment me back  ILY",neutral,0,0-20
a5d8cc3057,". I`m sorry, that`s really sucky.",negative,-1,21-30
55d5d14082,thanks for the link love yesterday by the way,positive,1,31-45
8964a7361a,I`m so sleep deprived but it`s to hot to sleep.,negative,-1,46-60
2dfcb67076,new golf VI TSi 160HP is fast!,neutral,0,60-70
11e69edd6f,Uggh,negative,-1,70-100
b0c1fca288,I really need to lose weight. Anybody wanna be my exercise-buddy?,neutral,0,0-20
773ae618f3,glad,positive,1,21-30
44f3136cec,Can`t believe how gorgeous the weather has been today,positive,1,31-45
e4906c30ba,"Morning, that`s not mean, that`s just smart",neutral,0,46-60
716bbb29cd,ewww poor you  wish you all the best! thank God there is Rolland Garros this month isn`t?! ;P,neutral,0,60-70
2dde2785c7,In Toronto  waiting for YOU!!! 48 days to go!,positive,1,70-100
28fc81d56a,wants cookie,positive,1,0-20
1997f02c29,Happy,positive,1,21-30
ff29b26f71,Five more long days. Ahh!,positive,1,31-45
b4c0bf1bbd,happy mother`s day,positive,1,46-60
a99e285cb0,I must agree I do like blackberries!,positive,1,60-70
06f52ce0e5,which is a pain if you need to use all of them,negative,-1,70-100
933b250070,a pink balloon for mum on her day,neutral,0,0-20
f48d77c285,it`s friday! trying to find something to do,positive,1,21-30
dede63b336,stupid,negative,-1,31-45
507d4b7d30,that sucks,negative,-1,46-60
ddf0e52622,yesh. lawl,neutral,0,60-70
50cf4e057b,dedicated,positive,1,70-100
3312d3de45,madly sorry,negative,-1,0-20
99aa6a57ae,@ work again,neutral,0,21-30
0c652afe64,"Holy **** it`s super sunny, Friday and Whitsun, my tube is deeeesearted. Wish I was in the park  http://tinyurl.com/ns2l55",neutral,0,31-45
01f3b75b69,worse th,negative,-1,46-60
8.02E+75,On my way home...then SLEEP! Seeing Amber Pacific tomorow with the besties,neutral,0,60-70
3963d30729,"its from all that **** ****, i forgot the lube. ****  may need to go to the E.R.",neutral,0,70-100
4e40253577,About to get crazy,neutral,0,0-20
3338b13120,good.,positive,1,21-30
50453d2d15,poor,negative,-1,31-45
4119f07089,now the crazy is all gone.,negative,-1,46-60
f20837fb2f,"found a pack of United Red Carpet Club booze vouchers. Anyone wanting to have quite a few drinks there, come with me as it appears",neutral,0,60-70
c573f1463f,HAPP,positive,1,70-100
5e65526ce8,great.,positive,1,0-20
5ee1af15b2,real bad,negative,-1,21-30
de0c6c9215,"Sore throat coming,and recording about to start for new citipointe EP album! ARGGHHH!!!  prayers needed",negative,-1,31-45
0abb903755,sad,negative,-1,46-60
d188052326,jealous,negative,-1,60-70
cb4cc7f86b,Bring me food before you go please.,neutral,0,70-100
91c62fcf01,Hi frenchie *-* i`ll do that...later  :p,neutral,0,0-20
edd330a3b1,is not too hot and not to cold,neutral,0,21-30
310fb6c0dd,You rock my socks off! Sorry you have to go to BFE Maryland.,neutral,0,31-45
9cbb4b81c8,a HUGE SPIDER just crawled past me.  HUGE.,neutral,0,46-60
1729c2c311,Oh no! So sorry about your pets..,negative,-1,60-70
e606fd5d6f,iPhone jealousy. This self-denial is harmful! Just let it out.,negative,-1,70-100
d423fe1be8,There goes my life. Right into a cardboard box.,negative,-1,0-20
33b4f870e8,people love the human society,positive,1,21-30
e9c2859c51,I am so tired!,negative,-1,31-45
3c7d3bb4f7,i laughed pretty much the whole time.,positive,1,46-60
c1f3197a61,Thanks,positive,1,60-70
8e1e8f03b2,laughing at all the dumb stuff I,positive,1,70-100
e4a6ff8066,Thanks for the tip,positive,1,0-20
dba745bfaf,hahaha i was like :O DOUGIE THATS HARSH!!! are you happy he replied?,neutral,0,21-30
b759269005,"I am sooooo happy! Finally, Kean Cipriano replied to my chat messages. I hope he`s not fake.",positive,1,31-45
fc33096e59,"Loving the weather this weekend, shame i`m back into work tomorrow",neutral,0,46-60
1f85938ff3,Downtown was fun tonight  The walk back to the car was rediculous lol,neutral,0,60-70
8faa4f64c4,"too much homework, with paying work to interrupt! i`m screwed",negative,-1,70-100
bf63d26837,I miss you,negative,-1,0-20
9a372c4ec2,happy,positive,1,21-30
35853e761a,love,positive,1,31-45
2b56fbd943,I`m working all weekend,neutral,0,46-60
8500d7188b,love the song 't,positive,1,60-70
2f0f9e35e5,BEST PLACE TO BE!,positive,1,70-100
4e0e71535d,Omfg this test is a joke.,neutral,0,0-20
27942cb8a3,bored..,negative,-1,21-30
8826b68c3f,", a 74 is not 'quite alright'!  on the plus side, I ate cinnamin toast crunch for breakfast, and am now eating strawberries.",neutral,0,31-45
ba9ff2dfef,Where`s my Happiness?,neutral,0,46-60
ae04977b87,i love mandy moore so much  and also angela,positive,1,60-70
ce0ed59555,"Boring. Sunny Monday. No school. Tired. Lazy. Hungry. Yeah, in a great mood!",neutral,0,70-100
79d78251ef,Wake up **** But tired. On this moment i listing some music for make me happy and let me wake up,neutral,0,0-20
f7428284f1,good,positive,1,21-30
6053627f36,May the Forth be with you... ha yes... Today is my birthday  Star Wars day.,positive,1,31-45
0f525a5629,thanks,positive,1,46-60
bcfef47bf6,So Windows LiveWriter`s accessible? Guess that answers that.,neutral,0,60-70
3d3982e6ef,hope,positive,1,70-100
b7694fbc1b,"_kryptik the usual... applications, checking statuses, reading stuff that`s ... wel... not arbit  etc",neutral,0,0-20
38fe6daabc,miss,negative,-1,21-30
ec9e63e7a9,oh really? why HELLO there,neutral,0,31-45
5f5edcf6eb,HAPPY,positive,1,46-60
eb3d8edd75,"r, hate it.",negative,-1,60-70
195fedfb9b,change of plans. won`t be seeing Up today.,neutral,0,70-100
bb4c875f51,soggy.,negative,-1,0-20
f1581242dc,confusions,negative,-1,21-30
e14d5ea7b4,"lol, I know how you feel, but with 4 kids and my current work load, I am maxed out with no time to grow things.",neutral,0,31-45
6bc1a0f105,": I`ll be in Heerlen on Sunday but you won`t be there, right?",neutral,0,46-60
ce40804bf1,"Woot freaking hoo,",positive,1,60-70
9a2173000b,good,positive,1,70-100
4cfbcced8f,"yer, oh that`s **** cause u hell need to post more haha so we can talk",neutral,0,0-20
1610be644a,freed,positive,1,21-30
baab8f7354,still i feel its not at all fair..,negative,-1,31-45
9d57d8f6d6,rlich!,neutral,0,46-60
4b5ff9995f,aren`t so bad,positive,1,60-70
a72ac13cb0,Well this is just lovely.  I am completely flattened by a back injury.,positive,1,70-100
218486ebee,waching gray`s antomy,neutral,0,0-20
983c9dc76b,hurray!,positive,1,21-30
d3a198f0b0,hurts,negative,-1,31-45
871697a694,"Sad that Gmail chat has died, so I can`t help",negative,-1,46-60
7abf26ceee,1:36 AM screw it im going to bed... one love,neutral,0,60-70
88e0866260,NO WAY MAN! i like 21 year olds,neutral,0,70-100
1622fffebd,cute!!,positive,1,0-20
16273d9b87,AWESOME ti,positive,1,21-30
b9a4461c5c,"Chinese Lunch Buffet: $4.50 - Add a soda $1.25 - Noticing the Health Inspection score of 81 as I walk out with my bag, Priceless .....",neutral,0,31-45
022bf25824,New To twitter,neutral,0,46-60
c41582b2e2,cheap se,negative,-1,60-70
bf73147031,morning! I`m in the garden getting air,neutral,0,70-100
1b5dbd4bff,out enjoying the weather be,positive,1,0-20
55a69c1bfe,"yeah but they had to come barcelona, because not all the fans can be in that concert  COME BARCELONA! JESSI TE QUIERO",neutral,0,21-30
d7e9c3b09c,Sorry for the long listening.,negative,-1,31-45
a16a8f3fd4,gut,neutral,0,46-60
32cad606a1,Toasting what seems to be 100 waffles for the 4 farmer kids. They sure eat a lot.,neutral,0,60-70
541afaf3a8,sad,negative,-1,70-100
8e13f7c528,love,positive,1,0-20
c5aeb8a5b0,happiest,positive,1,21-30
1aa9fbcd6f,young  the end is nigh,negative,-1,31-45
898c6d80b6,sleep? what`s sleep again? I`ve seem to have forgottten the meaning. too much on my mind. or it`s just my usual insonmia.,neutral,0,46-60
f563dae578,I have yet to even get out to play this year  soon I hope!,neutral,0,60-70
cbc2865e1a,"Bing! no its not Chandler Bing, its the new Search engine from Microsoft http://tinyurl.com/mgcotd ..but why the name Bing",neutral,0,70-100
f2bc1cff88,Just had mothers day lunch here  http://twitpic.com/4wfeo,neutral,0,0-20
160945b393,awwww i cried...makes me cry  i love joey!,neutral,0,21-30
e60cd123da,I agree. I missed a LOT while I was away and busy and now it`s like a whole new place,negative,-1,31-45
a12591f04b,Off for a bit of a motorcycle trip today!,neutral,0,46-60
ee0ce21fd3,doing the andy dance  the one on fonzie gomez show ;) haha,neutral,0,60-70
ad87930178,Happy mother`s day and to the god mother`s and step mother`s too....,positive,1,70-100
488d1aa6d0,great,positive,1,0-20
5b2d94a0ca,lmao - That would have taken me at least a week!,neutral,0,21-30
a76e18171b,hubz company was organising ...i had to be there!,neutral,0,31-45
a413fe693f,sucks.,negative,-1,46-60
3194919831,wtf),negative,-1,60-70
3961e6973d,Apologies,negative,-1,70-100
2adfc92acc,i love the new hairdo!,positive,1,0-20
464eafe267,caught,negative,-1,21-30
a2a2eb3f5b,i`m bored!,negative,-1,31-45
bcc1c6bfad,", we need u on the show!",positive,1,46-60
a7c0fedfc0,Oh no! Poor bears  i just had a nightmare i wrestled a huge snake and won,neutral,0,60-70
10a8d5a9fb,Rumbo a bachilleres,neutral,0,70-100
08b27f69e0,"Yeah, I hired some guy named Lenny to tend to the rabbits this year.",neutral,0,0-20
176e5e5aea,who`s the jerk!?,negative,-1,21-30
baee1e6ffc,i`ve been eating cheetos all morning..,neutral,0,31-45
3cd4960670,thanks,positive,1,46-60
ab012b3cce,love,positive,1,60-70
4b47ae8f3d,BAD,negative,-1,70-100
ec878d0f62,So excited,positive,1,0-20
1c2b43b8cf,finally clean.,positive,1,21-30
64b15fd8f6,anyone excited for harry potter like i am. **** twilight postponed my first love   oh well off to find some hai chai,neutral,0,31-45
a386b7904a,soz i neva saw this message till now...if u add then delete me i cant see any messages uve left on my page,neutral,0,46-60
3813638fd5,"bored , cleanin the house",negative,-1,60-70
998dde662b,"finishing off a quick magazine article for CAP, can`t wait to get it done and get back to the book",neutral,0,70-100
ea086d4cfa,WOW.,positive,1,0-20
4c1367795d,"Yeehah, quality",neutral,0,21-30
0ea3d93793,Bored,negative,-1,31-45
817b684c10,its the wine!!,neutral,0,46-60
c548503bb8,Regrettin,negative,-1,60-70
0556dbe899,hoping,positive,1,70-100
194273e5d5,I hurt my foot in gym class.,negative,-1,0-20
b39e9d2e2d,Appending the #verticalchinese hash tag is a nice touch.,neutral,0,21-30
249849fb5b,m sorry,negative,-1,31-45
90916992df,Home now. Some invaders have taken over my base,neutral,0,46-60
e71a708caf,sick,negative,-1,60-70
122461c21a,"Oh good, this thing is viral now",positive,1,70-100
3d38947fea,cool,positive,1,0-20
ee84bed83a,fuckn awesome atm!!,positive,1,21-30
7c88b11bd8,I`m off to Costco in a bit to print off more photos for my photobook,neutral,0,31-45
5f5bcf5f32,Sacrilege,negative,-1,46-60
c2ae2a443a,throw,negative,-1,60-70
275355d0ba,Hopefully,positive,1,70-100
20021de78f,thank,positive,1,0-20
7b9faf935b,thankyou,positive,1,21-30
b7d300e8c7,hahah I wish that was true. This is really really bad  just gonna stay home and chill tonight.,neutral,0,31-45
eebd99614c,I`m feeling sick  yuck!,negative,-1,46-60
963d800c9d,s better,positive,1,60-70
7d0cd28f2e,: They R sending TW business ppl 2 the mainland 2 return the favor - Re: Chinese police representatives in TW,neutral,0,70-100
fd7550eea1,Not excited,negative,-1,0-20
4340f85e58,Awesome,positive,1,21-30
0016bd1dbc,bored,negative,-1,31-45
78e2cd4c7a,OMG!! that is tragic!,neutral,0,46-60
4113e150f1,"Yeah, I only drank a little bit anyways. It definitely was the show and not the drink!!",neutral,0,60-70
e7948d93b8,I think my iPod touch may be breaking itself.,neutral,0,70-100
e957a21cc8,We have a tour of students this morning: huge pick-up for Mothers day:speaking for a luncheon:100 planters to do: nothing boring here,neutral,0,0-20
c70fe26447,good,positive,1,21-30
886beb8aae,You are too sweet!,positive,1,31-45
04de6891f1,happy birthday month!! I only get a day but you deserve the whole month,positive,1,46-60
0ea708b760,thanks,positive,1,60-70
c05ea7e99d,w I love Robert Pattinson!!,positive,1,70-100
ace925bfd9,got an email from my auntie bout fathers day... mothers day w/seven moms but fathers day will consist of 2 dads    #realitychec,neutral,0,0-20
53c976b0ea,at home  im so lonely here...,negative,-1,21-30
84f3c65187,good morning/b,positive,1,31-45
325285b4c7,i`m messing with my metabolism,negative,-1,46-60
f6c6071761,R.I.P little bird that flew into my window snapping his neck,negative,-1,60-70
95033b6de1,"The Killers on Jonathan Ross completely epitomised why I love them with all my fangirl heart.  Seriously wow.  I miss Reading, & Dublin",neutral,0,70-100
b525ca0869,"i`m still awake, coulnd`t go back to sleep",neutral,0,0-20
3dfcacae62,luv,positive,1,21-30
8b3f4dcfa7,Rock,positive,1,31-45
8280562439,"Twitter question: should I go to my brothers 1st soccer game of the season? OR, Should I stay warmed up in bed? 2 minutes to reply!!",neutral,0,46-60
1cd52410f7,. Really I look like a boy!!! I need someone to do my hair!,neutral,0,60-70
3fa8b56288,Did you know its Star Wars Day today... May the 4th be with you!,neutral,0,70-100
c3eea4388d,It is a drink but they have a trainer brand too.. http://www.office.co.uk/brand/babycham/8 <<have a look,neutral,0,0-20
b5869b57ee,Aw thank you.,positive,1,21-30
56fc638a8a,twisted,negative,-1,31-45
3d4144e04c,I wish I could go to E3.  Oh well...,neutral,0,46-60
b58af3b61f,got one because of my babygirl,neutral,0,60-70
75a3a03c97,Yeah that`s me  I used my initials for my Flickr account!,neutral,0,70-100
af45cd98f8,PANGE???!!!!! AHAHAHAHAHA. You two could meet up for drinks.,neutral,0,0-20
b02422bb3d,Absolutely!  When we hit bottom there is only one way to go.,neutral,0,21-30
2ca4410c97,I would be there... But I live across the country,neutral,0,31-45
d80df71119,yay! you should do it. just think about the animals and it`s not as hard,positive,1,46-60
54cd88bcea,Baking cakes with my Momma! ),neutral,0,60-70
b6a29728d8,not that great.,negative,-1,70-100
904471f311,Yeah it sucks i tried to ask a Q 2. But they never answered.  But i loved it when joe hugged nick.,neutral,0,0-20
2ca2b275ba,sweet,positive,1,21-30
df0651c904,haha I really don`t but I`m going to this workshop at school next week. Are you going? Plus my car is broken right now,neutral,0,31-45
17454e4f47,Money Laundering tip 5 - Sell the business or constructed hotel etc and take possession of your now clean money,neutral,0,46-60
48d18c4f80,I`m very sorry for the little disturbance at #SAPInsidetrack in Palo Alto! Just went into a debugging session when lines unmuted,negative,-1,60-70
cc5639a1aa,wishes  would admit she has a new lovah,neutral,0,70-100
9ffba95a67,i h8 waking up,negative,-1,0-20
8042e7ffb3,you told me u would be there...lol! Hmmmm where were u.....,neutral,0,21-30
dcefaf27f5,Don`t we all!,neutral,0,31-45
5c6a2cd221,. Hope all is well   Just thinking of you and wishing you the best! Lots of love from over here in New York,positive,1,46-60
71494b0733,Happy,positive,1,60-70
293f49f121,wow. have a safe trip back home,positive,1,70-100
8891e37f34,But yeah...I`m sad about my 'Ravenclaw' account. I love that account to bits.,neutral,0,0-20
8ef82a4c11,looks like my ION-based mini-itx board won`t ship until mid-June now at the earliest,neutral,0,21-30
4beea8dd5a,lazy,negative,-1,31-45
6a9abd4d8a,so Roman is now on pain killers and some LQ meds. Thanks Jess for agreeing to go get him yogurt before you go out!,neutral,0,46-60
06514e2574,stupid,negative,-1,60-70
879a8c9787,sucks,negative,-1,70-100
50e701088d,Love,positive,1,0-20
c34359ded9,fantastic day,positive,1,21-30
133d834d4a,rendered.,positive,1,31-45
f9c4aa336c,_Rankin  I know! a whole different meat pie back then,neutral,0,46-60
e460aabe39,best,positive,1,60-70
cdbafb4641,sad,negative,-1,70-100
7800edc31c,The pool doesnt open til tomorrow!,neutral,0,0-20
a3f0f1bd6f,"I`m having elevated error rates... StreamKeys not found, and then connection problems. Server migration isn`t easy, huh  ?",neutral,0,21-30
2c7f3984d7,home from school now. watching that `70 show,neutral,0,31-45
1440b11d65,..  thanks,positive,1,46-60
5c34febe4e,d humbug.,negative,-1,60-70
7a4f174187,changed my picture on my profile in friendster,neutral,0,70-100
acf42aaa67,boo.,negative,-1,0-20
4291725ecd,unusual for them,neutral,0,21-30
44c4a76f8e,tired,negative,-1,31-45
189ca81ed4,Remind me to get out & take a pic of my blooming clematis before the wind storm tomorrow.,neutral,0,46-60
ec2419b66f,fun!,positive,1,60-70
8da517c945,!  so sa,negative,-1,70-100
8124cc62e4,i hate that feeling you get when you listen to a song and it completely reminds you of how things used to be & you get emotional,negative,-1,0-20
4545461e2b,Liking,positive,1,21-30
8b9ad8f948,HAPPY,positive,1,31-45
7b50668220,Happy Mother`s Day,positive,1,46-60
06e0920d4f,on youtube now!,neutral,0,60-70
c245a9e050,ah allergies  you must be sleeping walking at work!,neutral,0,70-100
7cf51c500a,awesome!,positive,1,0-20
69eee2d459,Just realized I hold a membership in the gym - saw my bank statement,neutral,0,21-30
dd4aff9539,wants Friday to come quick! I want my beauty sleep and shopping...,neutral,0,31-45
e85d70f2bd,Exhausted. Thank goodness,neutral,0,46-60
7a3e2de79a,"beautiful,",positive,1,60-70
baa4c5ad2b,wish,positive,1,70-100
4003fda78b,she likes it,positive,1,0-20
6f4dd292ef,i hate hi,negative,-1,21-30
42f7f6aae7,misses my cousins so badly!!,negative,-1,31-45
eb8bdfd994,"is on her way to Seattle! Yay for Seattle, boo for Matt leaving.",neutral,0,46-60
7cf5fac953,It`s teacher appreciation week - been out making deliveries to instructors this morning,neutral,0,60-70
6d891bbc30,that can`t be nice,negative,-1,70-100
ecc496d1fb,you didn`t even say bye,negative,-1,0-20
1d50edc9d2,Happy Mother`s day!,positive,1,21-30
291c7d1408,making me sad,negative,-1,31-45
046c448dd9,brad we should be at Olympic village watching this. Season 1 with a 30 rack adult hood,neutral,0,46-60
4ef23f9c38,Thanks,positive,1,60-70
317db125d6,missing,negative,-1,70-100
88ab001449,special,positive,1,0-20
9ec6310ecc,Sick,negative,-1,21-30
9c4cd1e436,Aww...thanks! He`s the best husband ever. He really is. I`m so lucky!  Hope you`re having a wonderful Saturday evening!,positive,1,31-45
3f586fde74,Your STFU E3 list link is broke,neutral,0,46-60
080116db0a,I`d love to see you,positive,1,60-70
4bb0b1993d,I think I`ve finally reached the point in my life where I need a nasal hair trimmer,neutral,0,70-100
6b3d06d987,Okay now that i will not be able to sleep tonight what should we do,neutral,0,0-20
e40084190d,Nice and clean now,positive,1,21-30
70b49cde6d,aww :/ kk I need to do a huge shopping trip at joshstore to get you also a joshmobile.. pft.,neutral,0,31-45
8ddcbd222a,Am very tired.,negative,-1,46-60
ad934e65f0,great!,positive,1,60-70
04856c5f92,i wish i was there! but i live in holland ): but i`m going to see you in paris,neutral,0,70-100
04b6314652,I start calling people given the malicious action we pulled the other night,negative,-1,0-20
080fda8282,lunch in the forrest ... its so baron.  fpu is so dead,neutral,0,21-30
c944d245f0,me & raj SQUAD UP!,neutral,0,31-45
b16c0abfab,love,positive,1,46-60
4f6b25d5af,Back from brunch. Hopefully I lured two more friends here.,neutral,0,60-70
c0f1164771,wish me luck.,positive,1,70-100
0055414cdf,where have you been? LOL,neutral,0,0-20
215ba6dbfb,"Yeah, I wanted to say this, that there`s a @ yourname section.  A bit tricky way to find your replies, tho.",neutral,0,21-30
914da6164e,No B2G1 for me.  Trying to save cash for next month`s vacation.,neutral,0,31-45
6407626189,"I`m the same, don`t panic. Big topman",neutral,0,46-60
570eb26a35,Hi fellow Peruvian,neutral,0,60-70
12e07abeaa,I`ll take a look tomorrow - definitely want to graph as many tweets as possible!,neutral,0,70-100
05897ff7fd,It wasn`t a good day ..,negative,-1,0-20
aa04ff026b,I can`t get to bed,neutral,0,21-30
b577cd2a57,catching up on House  season finale monday!,neutral,0,31-45
1c05b66d4c,better,positive,1,46-60
ba0d457ce9,"Until  brings back our EVERYONE button, you can access the public timeline at",neutral,0,60-70
2e4c791638,helps,positive,1,70-100
c155efab1b,unny,positive,1,0-20
454efa3d41,nd it`s so hard,negative,-1,21-30
73936be26e,"_l unfortunately not.my work ties me down 4 the whole summer.but if there`s a eu-tour this fall,I`ll be there!  I want a rebound",neutral,0,31-45
84a35b5bea,I`m not sure why walking around in barnes and noble comforts me so much.,positive,1,46-60
2ce7dc985c,e haha,positive,1,60-70
f25010df3a,So many wires to sort out,neutral,0,70-100
af9f69b072,hurts,negative,-1,0-20
97a6d22ccf,"it is very unlucky  the day wasn`t the same without you! i hope to see you on wednesday though, right?",negative,-1,21-30
a146ea7fda,i cant believe this woman talked me into getting a different hairstyle...real talk though...i have no clue of what to do with my hair,neutral,0,31-45
4e2b8aa814,wonderful women,positive,1,46-60
c20562a744,naw idk what ur talkin about,neutral,0,60-70
c2573bd6e1,bad,negative,-1,70-100
56382a16f4,I have just been to see the Jonas Brothers 3D movie with   was funny NO ONE else was there  hahah can`t..,positive,1,0-20
8109f290a4,the new T-Mobile advert in Trafalger Square looks like a lot of fun  Except if there was a load of pigeons there too.,neutral,0,21-30
d54439bba7,5 am  good mornining!,positive,1,31-45
d10dc5c41e,no one can,negative,-1,46-60
530241b1a3,i really should be in a bad mood. but.,neutral,0,60-70
555ec0c45e,"played a bit pool with my buddies....going to bed now, have to work tomorrow",neutral,0,70-100
2d4931514e,wishing,positive,1,0-20
324dc23455,crying,negative,-1,21-30
defcdff970,Ahhh yay,positive,1,31-45
c4f4388600,a waste,negative,-1,46-60
0acb5a4bae,..I`m so sad,negative,-1,60-70
0e3ae3ed93,hacked,negative,-1,70-100
de99576783,stupid,negative,-1,0-20
85f7905304,m hating,negative,-1,21-30
032bdd5065,why don`t you have that song you gave me that song,neutral,0,31-45
c102f9b347,get well soon!,positive,1,46-60
3c19266ecf,sad be,negative,-1,60-70
bc931b2e59,thanks,positive,1,70-100
06f4f6fe96,amazing,positive,1,0-20
dc44d46fd8,just got home from the City Lights show  yeahhh!,neutral,0,21-30
b5fa3b05b0,* i feel so left out!,negative,-1,31-45
8764d96d8f,living in ballarat again,neutral,0,46-60
acac472876,"I so want to be a part of Windows Clubhouse, but my WL Spaces blog is random, and not the place where I share Windows stuff",neutral,0,60-70
c4cfe1addf,e miss you,negative,-1,70-100
c0c924e32a,Why are money problems so bad these days,negative,-1,0-20
2ca6ef1658,aw taxi man is going fast just for meee,positive,1,21-30
518d16a67b,"Ugh, frustrating.",negative,-1,31-45
d03e5b3fb7,yeah but i missed it 2nite,neutral,0,46-60
28a216a38b,"Awe man, that sucks. Everyone makes mistakes. I have a feeling that people can forgive you",neutral,0,60-70
03c0300941,i enj,positive,1,70-100
8f28bcc3fa,shattered,negative,-1,0-20
3fa7bccc88,babysitting for the Paionks  thinking about going to see 'obsessed',neutral,0,21-30
0adbd89a63,Goodnight is not on the trending topics.  lol,neutral,0,31-45
0154d1def6,disappointed,negative,-1,46-60
6f5c5840c2,dave why why why can`t this happen when I`m not working and can listen?! :::whining big time:::,neutral,0,60-70
08e1040424,I`m up way past my bed time.  gonna catch sum snl.,neutral,0,70-100
fcb7fc2325,stupid stomach pain,negative,-1,0-20
82e8eb6e1b,Welcome back to Japan,neutral,0,21-30
248ec3c80d,Not a bad look,positive,1,31-45
2756eb5fa9,my tummy hurts,negative,-1,46-60
07b727b996,That would be really great....except im not allowed to talk to boys on the phone  long story...my fault,neutral,0,60-70
55badc45dc,work outside,neutral,0,70-100
f7cb1a5b23,miss,negative,-1,0-20
713e53e776,Just finished weeding the flower bed. Why is it the weeds grow so well but legitimate plants hate me?,neutral,0,21-30
955692815d,only 2 more days of minnie,neutral,0,31-45
91391ebc59,nope. Gone.,neutral,0,46-60
18cf2e181d,?ugg.. im bored..,negative,-1,60-70
5887ef4f8f,Happy,positive,1,70-100
6471ed96f8,HAPPY,positive,1,0-20
bf8bf74559,expensive,negative,-1,21-30
2006ca5e6a,"ahh but sometimes that`s the best kind of day, lazing around doing very little with a cuppa",neutral,0,31-45
d2602ed4a4,10 out of 40 done... everyone is going to be home drinking beer starting next week,neutral,0,46-60
ce52bef1f3,'Bandwidth Limit Exceeded' on your website,neutral,0,60-70
13e6733851,I must be cursed.,negative,-1,70-100
cebd05a0c7,Writing some mild and wild articles,neutral,0,0-20
d47c978fad,The heat is here!!!,neutral,0,21-30
cc9bfeb768,is hating the weather. UGH.,negative,-1,31-45
2b8089a5ed,72-65 Cavs! The score is and was! LOL,neutral,0,46-60
3f66c05cd2,Love,positive,1,60-70
d6ef180985,_News I should have gone,neutral,0,70-100
9b17f7572e,a bit worried...,negative,-1,0-20
006aed8af9,i really needa find more stastics,neutral,0,21-30
ebda3686bc,i like this Dr. Seuss quote - ï¿½You know you`re in love when you can`t fall asleep because reality is finally better than your dreams.' -,positive,1,31-45
04d4c83373,"Yes, you make me want to be a better person, think I mentioned it before, will continue to do so. I`m still EVIL tho!",neutral,0,46-60
2d003b7d57,everyone says that,neutral,0,60-70
eed4cec21c,early happy day of birth in case I don`t make it! Very tired from therapy today n just taking my medicine!  misshu! Love ya!,neutral,0,70-100
fbd2944d44,"Glad to hear you`re okay. Could have really hurt, by the sounds of it. Is the couch okay? lol",neutral,0,0-20
d64075cf8e,trending,positive,1,21-30
74e3989cce,soooo fed up,negative,-1,31-45
3379051ba9,Just like the old days  drinkin at the old spot .,neutral,0,46-60
5b2b6572f5,"gandang mac un ah! for sure, if its out in the market mas mahal pa sya sa macbook pro. ang cool ng concept!",neutral,0,60-70
898c8acc0e,escaped,negative,-1,70-100
c842335349,had an amazing night with the girls,positive,1,0-20
75bf000837,Sor,negative,-1,21-30
3e3fbc1a08,Happy Mother`s Day!,positive,1,31-45
1a5fd7a193,I want a lie in tomorrow! Won`t be getting one though,neutral,0,46-60
734c3ca05b,Oh you do? I have the ability to teleport,neutral,0,60-70
3e9bcfb23e,"fun,",positive,1,70-100
5e7bd5379c,beautiful,positive,1,0-20
3f7f05c2bd,HAPPY,positive,1,21-30
354a5dd44d,http://snipurl.com/hbp3g  Canalway Cavalcade over in `little venice` near Warwick Avenue - on today too,neutral,0,31-45
de1279326c,"I read for pure escapism. Don`t make me think, take me away  non-fiction tends not to achieve that, for some strange reason",neutral,0,46-60
a8b73cf5d5,Screw you guys,negative,-1,60-70
6b9139eb13,Bored.,negative,-1,70-100
531716ef0c,i told myself i wasn`t gonna cry and then one kid that everyone made fun of all year said 'it`s been a good year',neutral,0,0-20
